"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2016-142755","2016-09-04 00:00:00","156","1007","2845","5","620","112","0.18","0","Christine Sundaresam","Consumer","South","Roswell","Georgia","United States","30076","2016-09-08 00:00:00","Standard Class","Logitech G19 Programmable Gaming Keyboard","Technology","Accessories","Logitech"
"CA-2016-142930","2016-11-28 00:00:00","277","1737","2846","4","336","117","0.35","0.2","Evan Bailliet","Consumer","Central","Austin","Texas","United States","78745","2016-12-02 00:00:00","Standard Class","Xerox 1941","Office Supplies","Paper","Xerox"
"CA-2016-142937","2016-12-05 00:00:00","670","356","2847","2","45","5","0.1","0.2","Sandra Flanagan","Consumer","Central","Dallas","Texas","United States","75220","2016-12-06 00:00:00","First Class","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Office Supplies","Art","Boston"
"CA-2016-142944","2016-03-06 00:00:00","389","507","2848","7","435","96","0.22","0","John Lucas","Consumer","West","San Francisco","California","United States","94122","2016-03-11 00:00:00","Standard Class","Deflect-o Glass Clear Studded Chair Mats","Furniture","Furnishings","Deflect-o"
"CA-2016-142944","2016-03-06 00:00:00","389","403","2849","2","1120","378","0.34","0.2","John Lucas","Consumer","West","San Francisco","California","United States","94122","2016-03-11 00:00:00","Standard Class","Canon PC1060 Personal Laser Copier","Technology","Copiers","Canon"
"CA-2016-142993","2016-10-12 00:00:00","434","966","2850","2","18","3","0.19","0","Kelly Andreada","Consumer","West","Seattle","Washington","United States","98103","2016-10-17 00:00:00","Standard Class","Kingston Digital DataTraveler 16GB USB 2.0","Technology","Accessories","Kingston"
"CA-2016-142993","2016-10-12 00:00:00","434","470","2851","2","82","0","0","0","Kelly Andreada","Consumer","West","Seattle","Washington","United States","98103","2016-10-17 00:00:00","Standard Class","Contico 72""H Heavy-Duty Storage System","Office Supplies","Storage","Other"
"CA-2016-143077","2016-09-17 00:00:00","730","690","2852","3","7","-10","-1.55","0.8","Sylvia Foulston","Corporate","Central","Houston","Texas","United States","77041","2016-09-21 00:00:00","Standard Class","GBC Imprintable Covers","Office Supplies","Binders","GBC"
"CA-2016-143077","2016-09-17 00:00:00","730","878","2853","2","22","-10","-0.48","0.6","Sylvia Foulston","Corporate","Central","Houston","Texas","United States","77041","2016-09-21 00:00:00","Standard Class","Howard Miller Distant Time Traveler Alarm Clock","Furniture","Furnishings","Howard Miller"
"CA-2016-143105","2016-12-10 00:00:00","503","194","2854","1","7","3","0.47","0","Matt Abelman","Home Office","East","New York City","New York","United States","10024","2016-12-10 00:00:00","Same Day","Avery 486","Office Supplies","Labels","Avery"
"CA-2016-143105","2016-12-10 00:00:00","503","93","2855","6","41","19","0.46","0","Matt Abelman","Home Office","East","New York City","New York","United States","10024","2016-12-10 00:00:00","Same Day","Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","Office Supplies","Paper","Adams"
"CA-2016-143105","2016-12-10 00:00:00","503","1673","2856","7","185","85","0.46","0","Matt Abelman","Home Office","East","New York City","New York","United States","10024","2016-12-10 00:00:00","Same Day","Xerox 1883","Office Supplies","Paper","Xerox"
"CA-2016-143105","2016-12-10 00:00:00","503","797","2857","2","800","250","0.31","0.2","Matt Abelman","Home Office","East","New York City","New York","United States","10024","2016-12-10 00:00:00","Same Day","Hewlett Packard 610 Color Digital Copier / Printer","Technology","Copiers","Hewlett-Packard"
"CA-2016-143119","2016-09-24 00:00:00","484","792","2858","6","518","155","0.3","0","Marc Crier","Consumer","South","Lafayette","Louisiana","United States","70506","2016-09-30 00:00:00","Standard Class","Harbour Creations Steel Folding Chair","Furniture","Chairs","Other"
"CA-2016-143147","2016-05-26 00:00:00","583","766","2859","5","105","-4","-0.04","0.3","Pamela Stobb","Consumer","Central","San Antonio","Texas","United States","78207","2016-05-28 00:00:00","Second Class","Global Stack Chair with Arms, Black","Furniture","Chairs","Global"
"CA-2016-143147","2016-05-26 00:00:00","583","1181","2860","1","106","-29","-0.27","0.3","Pamela Stobb","Consumer","Central","San Antonio","Texas","United States","78207","2016-05-28 00:00:00","Second Class","Novimex Swivel Fabric Task Chair","Furniture","Chairs","Novimex"
"CA-2016-143147","2016-05-26 00:00:00","583","1511","2861","2","400","-80","-0.2","0.4","Pamela Stobb","Consumer","Central","San Antonio","Texas","United States","78207","2016-05-28 00:00:00","Second Class","StarTech.com 10/100 VDSL2 Ethernet Extender Kit","Technology","Machines","Other"
"CA-2016-143238","2016-09-06 00:00:00","477","1085","2862","4","46","18","0.39","0","Lori Olson","Corporate","West","La Quinta","California","United States","92253","2016-09-08 00:00:00","First Class","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology","Accessories","Memorex"
"CA-2016-143364","2016-07-14 00:00:00","753","1690","2863","4","18","7","0.36","0.2","Toby Gnade","Consumer","West","Mesa","Arizona","United States","85204","2016-07-19 00:00:00","Second Class","Xerox 1899","Office Supplies","Paper","Xerox"
"CA-2016-143364","2016-07-14 00:00:00","753","838","2864","6","128","-192","-1.5","0.7","Toby Gnade","Consumer","West","Mesa","Arizona","United States","85204","2016-07-19 00:00:00","Second Class","Hon Metal Bookcases, Black","Furniture","Bookcases","Hon"
"CA-2016-143364","2016-07-14 00:00:00","753","1373","2865","3","273","-65","-0.24","0.2","Toby Gnade","Consumer","West","Mesa","Arizona","United States","85204","2016-07-19 00:00:00","Second Class","SAFCO Boltless Steel Shelving","Office Supplies","Storage","SAFCO"
"CA-2016-143364","2016-07-14 00:00:00","753","1372","2866","2","442","50","0.11","0.2","Toby Gnade","Consumer","West","Mesa","Arizona","United States","85204","2016-07-19 00:00:00","Second Class","SAFCO Arco Folding Chair","Furniture","Chairs","SAFCO"
"CA-2016-143490","2016-12-06 00:00:00","554","1500","2867","9","120","34","0.28","0","Naresj Patel","Consumer","West","San Diego","California","United States","92105","2016-12-13 00:00:00","Standard Class","Stanley Contemporary Battery Pencil Sharpeners","Office Supplies","Art","Stanley"
"CA-2016-143490","2016-12-06 00:00:00","554","154","2868","2","219","19","0.09","0.2","Naresj Patel","Consumer","West","San Diego","California","United States","92105","2016-12-13 00:00:00","Standard Class","AT&T 1080 Corded phone","Technology","Phones","AT&T"
"CA-2016-143532","2016-03-19 00:00:00","189","98","2869","3","14","5","0.34","0.2","Dan Campbell","Consumer","South","North Miami","Florida","United States","33161","2016-03-24 00:00:00","Standard Class","Adams Telephone Message Books, 5 1/4” x 11”","Office Supplies","Paper","Adams"
"CA-2016-143602","2016-04-25 00:00:00","372","640","2870","3","14","5","0.33","0.2","Jill Stevenson","Corporate","West","Los Angeles","California","United States","90045","2016-04-28 00:00:00","Second Class","Fellowes Black Plastic Comb Bindings","Office Supplies","Binders","Fellowes"
"CA-2016-143616","2016-09-27 00:00:00","675","1150","2871","5","99","26","0.26","0","Saphhira Shifley","Corporate","West","Seattle","Washington","United States","98103","2016-09-29 00:00:00","Second Class","Newell 334","Office Supplies","Art","Newell"
"CA-2016-143700","2016-07-26 00:00:00","16","608","2872","2","10","4","0.35","0.2","Alan Shonely","Consumer","East","Philadelphia","Pennsylvania","United States","19140","2016-07-26 00:00:00","Same Day","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","Office Supplies","Paper","Eureka"
"CA-2016-143882","2016-06-26 00:00:00","223","1597","2873","9","43","16","0.36","0.2","Dennis Bolton","Home Office","East","Lakewood","Ohio","United States","44107","2016-06-30 00:00:00","Standard Class","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","Office Supplies","Paper","Universal"
"CA-2016-143980","2016-12-25 00:00:00","375","955","2874","2","415","124","0.3","0","Jim Kriz","Home Office","East","New York City","New York","United States","10011","2016-12-29 00:00:00","Standard Class","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","Office Supplies","Appliances","Kensington"
"CA-2016-144043","2016-05-10 00:00:00","11","307","2875","4","47","-3","-0.06","0.2","Alan Barnes","Consumer","West","Louisville","Colorado","United States","80027","2016-05-15 00:00:00","Standard Class","Belkin Standard 104 key USB Keyboard","Technology","Accessories","Belkin"
"CA-2016-144099","2016-11-29 00:00:00","612","59","2876","1","4","2","0.36","0.2","Phillina Ober","Home Office","West","San Francisco","California","United States","94122","2016-11-30 00:00:00","Same Day","Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""","Office Supplies","Binders","Acco"
"CA-2016-144190","2016-06-09 00:00:00","560","1795","2877","2","13","6","0.48","0","Nathan Cano","Consumer","Central","Royal Oak","Michigan","United States","48073","2016-06-13 00:00:00","Standard Class","Xerox 1995","Office Supplies","Paper","Xerox"
"CA-2016-144253","2016-05-04 00:00:00","15","593","2878","2","27","13","0.48","0","Alan Schoenberger","Corporate","East","New York City","New York","United States","10024","2016-05-09 00:00:00","Second Class","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","Furniture","Furnishings","Electrix"
"CA-2016-144267","2016-08-21 00:00:00","570","1721","2879","1","4","2","0.45","0","Nick Zandusky","Home Office","West","San Francisco","California","United States","94110","2016-08-23 00:00:00","First Class","Xerox 1927","Office Supplies","Paper","Xerox"
"CA-2016-144267","2016-08-21 00:00:00","570","1772","2880","4","24","12","0.49","0","Nick Zandusky","Home Office","West","San Francisco","California","United States","94110","2016-08-23 00:00:00","First Class","Xerox 1974","Office Supplies","Paper","Xerox"
"CA-2016-144267","2016-08-21 00:00:00","570","1702","2881","3","60","28","0.47","0","Nick Zandusky","Home Office","West","San Francisco","California","United States","94110","2016-08-23 00:00:00","First Class","Xerox 191","Office Supplies","Paper","Xerox"
"CA-2016-144267","2016-08-21 00:00:00","570","837","2882","3","544","41","0.08","0.2","Nick Zandusky","Home Office","West","San Francisco","California","United States","94110","2016-08-23 00:00:00","First Class","Hon GuestStacker Chair","Furniture","Chairs","Hon"
"CA-2016-144274","2016-11-23 00:00:00","615","1413","2883","4","13","6","0.43","0","Pierre Wener","Consumer","East","Wilmington","Delaware","United States","19805","2016-11-25 00:00:00","Second Class","Sanford Colorific Eraseable Coloring Pencils, 12 Count","Office Supplies","Art","Sanford"
"CA-2016-144274","2016-11-23 00:00:00","615","1501","2884","2","17","8","0.47","0","Pierre Wener","Consumer","East","Wilmington","Delaware","United States","19805","2016-11-25 00:00:00","Second Class","Staple envelope","Office Supplies","Envelopes","Staple envelope"
"CA-2016-144274","2016-11-23 00:00:00","615","1831","2885","6","39","19","0.48","0","Pierre Wener","Consumer","East","Wilmington","Delaware","United States","19805","2016-11-25 00:00:00","Second Class","Xerox 226","Office Supplies","Paper","Xerox"
"CA-2016-144274","2016-11-23 00:00:00","615","10","2886","6","44","21","0.47","0","Pierre Wener","Consumer","East","Wilmington","Delaware","United States","19805","2016-11-25 00:00:00","Second Class","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack","Office Supplies","Paper","Other"
"CA-2016-144274","2016-11-23 00:00:00","615","1176","2887","2","308","89","0.29","0","Pierre Wener","Consumer","East","Wilmington","Delaware","United States","19805","2016-11-25 00:00:00","Second Class","Nortel Meridian M3904 Professional Digital phone","Technology","Phones","Nortel"
"CA-2016-144288","2016-12-25 00:00:00","486","181","2888","4","9","3","0.36","0.2","Maria Bertelson","Consumer","South","Nashville","Tennessee","United States","37211","2016-12-31 00:00:00","Standard Class","Avery 474","Office Supplies","Labels","Avery"
"CA-2016-144288","2016-12-25 00:00:00","486","1832","2889","2","10","4","0.35","0.2","Maria Bertelson","Consumer","South","Nashville","Tennessee","United States","37211","2016-12-31 00:00:00","Standard Class","Xerox 227","Office Supplies","Paper","Xerox"
"CA-2016-144302","2016-06-19 00:00:00","487","721","2890","2","6","-10","-1.65","0.8","Maria Etezadi","Home Office","Central","Dallas","Texas","United States","75081","2016-06-23 00:00:00","Standard Class","GBC White Gloss Covers, Plain Front","Office Supplies","Binders","GBC"
"CA-2016-144386","2016-11-05 00:00:00","308","1631","2891","6","25","9","0.35","0.2","Grant Thornton","Corporate","East","New York City","New York","United States","10009","2016-11-11 00:00:00","Standard Class","Wilson Jones 1"" Hanging DublLock Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2016-144519","2016-11-13 00:00:00","62","591","2892","7","64","22","0.34","0","Arthur Wiediger","Home Office","West","Helena","Montana","United States","59601","2016-11-17 00:00:00","Standard Class","Eldon Stackable Tray, Side-Load, Legal, Smoke","Furniture","Furnishings","Eldon"
"CA-2016-144519","2016-11-13 00:00:00","62","1247","2893","5","340","42","0.13","0.2","Arthur Wiediger","Home Office","West","Helena","Montana","United States","59601","2016-11-17 00:00:00","Standard Class","Panasonic KX TS3282W Corded phone","Technology","Phones","Panasonic"
"CA-2016-144652","2016-11-20 00:00:00","703","1149","2894","7","19","5","0.26","0","Skye Norling","Home Office","West","Los Angeles","California","United States","90008","2016-11-26 00:00:00","Standard Class","Newell 333","Office Supplies","Art","Newell"
"CA-2016-144722","2016-03-16 00:00:00","549","867","2895","1","43","18","0.42","0","Monica Federle","Corporate","West","Los Angeles","California","United States","90036","2016-03-23 00:00:00","Standard Class","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","Furniture","Furnishings","Howard Miller"
"CA-2016-144806","2016-12-06 00:00:00","294","1768","2896","5","20","7","0.34","0.2","Gary Hwang","Consumer","West","Tucson","Arizona","United States","85705","2016-12-11 00:00:00","Standard Class","Xerox 1970","Office Supplies","Paper","Xerox"
"CA-2016-144806","2016-12-06 00:00:00","294","361","2897","6","86","10","0.11","0.2","Gary Hwang","Consumer","West","Tucson","Arizona","United States","85705","2016-12-11 00:00:00","Standard Class","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","Office Supplies","Art","Boston"
"CA-2016-144806","2016-12-06 00:00:00","294","1758","2898","8","198","62","0.31","0.2","Gary Hwang","Consumer","West","Tucson","Arizona","United States","85705","2016-12-11 00:00:00","Standard Class","Xerox 1960","Office Supplies","Paper","Xerox"
"CA-2016-144806","2016-12-06 00:00:00","294","875","2899","6","206","49","0.24","0.2","Gary Hwang","Consumer","West","Tucson","Arizona","United States","85705","2016-12-11 00:00:00","Standard Class","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","Furniture","Furnishings","Howard Miller"
